,tunes
785,f2g2g2e2e2d2d2e2|e4e2fegad'bgagf|a2g2f2e2d4e2d2|f2aba2g2e2g2e4||f2g2fge2ed3d2e2|e4e2feg2d'bg4|a2g2f2e2d4e2d2|f2aba2g2e2f2gfef||a3bd'2e'2d'bd'2a2d'2|ab3bd'3gad'2g2e2|f'e'd'e'd'4b2d'2ag3|g2d'2gag2def2e2f2||a2b2d'2e'2d'4a2d'2|ab3abd'2d'bd'2fged|d'4g2d'2d'2b2a2f2|abd'ba2b2d'4g2f2
786,efe2a2fefg3a2b2|g2e2d4g2baa2gf|efede2f2g2eff2d'2|a4a2feg2f2fef2||f2gfa2gff2g2a2b2|agd2ed3g2baa2g2|e4g2b2bad2bg2b|d'bg2a2feg2d2ge2f||ba3d'4e'2d'2d'4|d'4bd'3d'2a2g2f2|g2a2d'2e'd'd'4ad'e'd'|ad'a2a2f2g2e2e4||b3ad'4e'2d'2d'2e'd'|bd'3bd'3d'2a2g2f2|g4b2d'2d'4bd'f'e'|d'3bg2f2g2e2e4
787,fe3fef2e2d2d4|d2edde2deg2deged|agfgageaed2gedea|fde2fd2gg4d2ed||f2e2f4e2d2d4|d4gfdeg2fed2gd|dfd2gae2dBd2gd2f|ed3d'gdgd3Aged2||e2a2b2a2f2e2d4|e2f2gagdfa2gd4|eagd'd'ae2g2fgfdBd|egfed2adede2e2d2||fea2b2a2g2f2e4|e2f2g3ff2g2e2de|eagbg2agde2dd2g2|d4fg2dd2e2d4
788,FG3G2F2A2d2d4|B2A2A2G2E2D2D2E2|B4ABA2d4g2e2|e2d2d4e4d4||FG2FG2F2A2d2d4|B2A2A2G2E2D2D2E2|B4B2A2d4gfd2|e2d2d4e2d2fefg||f2e2a2dea2e2a2f2|a2g2g2e2d4A2f2|g4g2f2a2d2a4|f2d2e2d2e2d2e2g2||f2e2g2e2a2e2g2f2|a2g2g2e2d4d4|A2B2d2A2d2G2d4|e4d4e4e4
789,d4g2d2ed2eagde|d2e2f2d2d2abd'2ga|age2edefd2gagad'2|d'3bg2a2aga2d2f2||degefge2fegfgfd2|d2e2f2d2d2b2d'2a2|agdee2f2edg2a2d'2|d'2bd'a3bg2edbg3||d'2a2f'2e'f'd'ad'2b2d'2|d'3e'e'2d'e'f'e'd'2d'3e'|d'2e'2e'f'2d'gd'g'2d'2e'd'|d'4d'2bgf2g2abg2||d'4f'e'd'e'e'd'3d'3e'|g'f'g'2f'2d'2f'2d'2d'4|g'f'd'2e'3d'gaf'e'abd'2|d'4d'3ag2a2g4
790,"D4DE3E2F2E2D2|D4E2D2B,2A,2B,2D2|G4E4F2GFE2G2|G2A2G2F2FE3E2D2||D4D2E2F4E2D2|D4E2D2B,DA,2B,2D2|G4E4F3GE2G2|G2A2G2F2E4G2A2||d4d4d4d4|d4e2d2A2G2G4|B4BAd2e4e2d2|G2A2G2FEE4E2A2||d4d4d4d4|gf3d4B2G2A2G2|A4G2F2E4D4|D2F2G2F2E4E2DE"
791,d4g4d2g2d4|A4d2e2d2FGG2FE|d2edd2e2e2dee2fb|gd2fed2ffe3d4||d4g4d2g2d4|A3Bd4d2G2FGE2|d4d4fde2e2de|ed3d'gegd3Bfed2||b2e2b2a2d'2a2g2a2|d'3e'd'2b2gf3g4|abgaa2gfa3baedf|agfeedeBd4e2d2||b2gfa4d'2g2g2a2|d'4d'2abg2f2g4|ab2d'g2a2eg3e2f2|d4fg2dd3ed3e
792,g2d2f2e2fgb2d'2ga|a2fga2d2g4g2f2|dBd2ededga2be'2bd'|a2g2e2g2e2d2d4||g2d2e4f2d'2d'2a2|a2f2baedg4agef|d4e2d2a2bae'd'bd'|baf2e2g2e2d2d4||b2d'2d'2abd'bgad'2ab|g4g2a2a2d'2d'4|bad'2d'2babd'gae'2d'2|b2g2e2g2e2d2d4||d'bd'2d'2a2d'b3d'2a2|g4g2a2d'2b2b2d'2|d'4d'3aabd'2e'2d'2|b2g2e2a2e2d2d4
793,d4e2d2d4ded2|G2A2d4e2d2d4|d4e2d2e2d2g2BA|gad'2a2g2e2d2d4||d4e2d2d4d4|G2A2d4e2d2d4|d4e2d2e2d2f2BA|agd'2b2g2e2d2d4||d2e2g2e2g2e2a2g2|f2d2a2d2f2e2d'2a2|e4f2d2e4d'2a2|g2a2e2g2e2d2d4||d2e2f2e2g2e2g4|f2d2g2d2f3ed'2g2|g2b2ga3b2a2a2ga|aga2e2g2e2d2d4
794,E2FEA2G2BAG2ED3|G2D2E2D2F2D2D4|G2A2BA2BB2A2F4|d2B2d2GAA4B2A2||E2FEA2G2B2G2E2D2|G2D2E2D2GFD2D4|G2A2B2A2B2A2F4|d2B2d2GAABA2A2d2||f2d2deB2d4d4|d2G2d4e2d2d2e2|d4d2GAd2B2e2B2|e2B2d2A2A4A2d2||f2d2d2B2d4d4|d2A2d4e2d2d2e2|d4d2e2d2e2e4|d2B2d2A2A3BA4
795,D4DEFEA2d2GAG2|E4G3Ad4d2AB|D2G2E2G2A2B2A2d2|d2G2A2G2G4G4||D4D2E2BABdA2G2|E4G2A2d4d2A2|D2G2E2G2A3BA2d2|d2G2B2F2G4G4||G2d2d2A2d2A2G2F2|DEFEd2G2G2d2d2B2|F2d2e2d2d4g4|ded2B2G2G4G4||G2d2d2B2dBA2G2F2|E2F2B2GAA2d2d4|dBd2d4d4d4|e2d2A2G2G4G4
796,B2A2A2G2B2d2G4|d4B2G2FGF2F4|d2e2G2A2A2G2A2B2|e2B2d4d4d2B2||B2A2A2G2B2d2G4|d4B2G2FGFGF4|d2e2G2A2A2G2A2B2|e2B2d4d4d2B2||d2A2B2d2e2f2d2B2|d2e2d2e2d4A2dB|A4A2d2f2e2d2e2|e2d2d2A2d4d2AB||d2A2B2d2e2f2d2B2|d2e2d2e2d4A2d2|A4ABd2e4d2e2|e2d2d2A2d4d2AB
797,e2FGG2F2AGBdd3B|B2d2d4B2A2A2d2|e2d2d2A2BAd2e2d2|d4ed3d4d4||e2FGG2E2AGdBd4|B2d2d4dBA2A2d2|e2d2d2A2d2e2ded2|d2e2e2d2d4d4||e2g2a2g2b4a2g2|babd'd'2abg4g4|fea2a2g2a2fggfe2|e2d2d4e2d2d4||e2g2a2g2b2aba2g2|b2d'2d'2a2a2g2g2d'2|g2a2a4b2a2e2d2|d4e2d2d4d4
798,ed2ed2A2AGB2dBd2|d2e2ded2d2e2d2a2|d'2d2d4G2A2e2d2|B2G2A4d2G2A4||e2d2d2A2A2B2dBd2|d2e2d4d2e2d2ba|a2ded2BdG2A2e2d2|B2G2A4d2G2A2GA||g2d'2d'bd'2a4a2g2|g2f2d2feg4e2d2|gad'2d'2b2g2a2g2f2|e2d2B2e2d2e2e2f2||g2d'2d'bd'2a4a2g2|g2f2d2feg4e4|a2d'2d'2b2g2a2g2f2|f2e2g2fea2f2ded2
799,G2EDE4A2G2E2F2|A2E2G2D2dBd2d4|A2G2FEF2A2GAA2G2|G2A2G2E2G4GFB2||G2DEE4A2G2E2F2|A2E2G2D2d4d4|BAG2F4A2GAA2G2|G2A2G2DEG4F3G||A2G2A2G2A4G2F2|G2F2B2G2A2d2B2d2|A2G2G2B2d4d4|d2A2G2E2G4G4||A2G2A2G2A4G2FG|G2F2B2G2A2d2B2e2|f4g2f2d2f2e2d2|e2d2A2F2F2G2G4
800,d2ABG2egA2g2d4|A2B2BAd2d2A2A2FE|e4AGe2F2a2d2Bd|d2g2e2g2g4d4||d2A2AGefBAg2d4|A2B2B2d2edA2A2F2|e4A2deG2g2d4|edg2e2gaefedg4||d'2g2d'4d'2a2f2g2|gad'2a2gfd2g2a2d'2|e'2d'2d'2abd'2d2e4|e2a2efg2f2d2a4||d'2a2d'2a2d'2a2e2a2|d'4a2g2ede2d2G2|E2G2E2B2F2E2A2e2|e2g2e2g2fg3e3f
801,d2e2e4d3BA2B2|E2D2E2FGE2D2D2E2|d4ded2d4B2d2|d2A2A3Bd2e2d2ed||e2d2e2ded2BdA2B2|E2DEE2FGE2D2D2E2|d4d4d4B2d2|d2BAd4d4ged2||d4e4f2e2d4|B2e2g2fef2e2e2f2|d2e2g2e2g2f2d2A2|d2A2B2d2ede2f2d2||d4e4f2e2e2g2|g4f2e2g2e2d2f2|de3f2e2g2e2e2d2|d4d4e4d2e2
802,"G2E2F2A2G2D2E4|GFE2G2FGDED2D2B,A,|d2BAG3FG2E2E2D2|G2A2F2E2D4D4||G2E2F2A2G2D2E4|F2E2G2FGE2D2D3B,|d2ABA2G2EFE2A2E2|FEA2F2E2D4D4||d4d2e2e2d2d4|d2f2d2B2A2G2G2D2|e2f2A2d2d2BdA2E2|E2B2G2E2D4D4||d4d2e2e2d2d4|d2f2d2B2A2G2G2D2|d2g2A2d2d4d4|G2A2F2E2D4D4"
803,G3FFGA2A2G2F2E2|D2E2G2F2F4D2F2|E2G2G4A2D2G2E2|BA2dGFB2BdB2AB3||FG2FF2A2A2FGGFE2|D2E2G2EFF4D2F2|F2G2G2B2d2G2B2G2|d3efed2Adede2d2||A4d4d3BBAG2|D2G2d4d2e2d4|G2d2BdA2d2B2d2G2|d4ABd2d2B2g2d2||A4d4d4A4|G4A2d2d3ed4|d2e2de3dea2d4|d4e2d2d4d2AB
804,E3DFA2FF2EDDEFE|DFEDDE3D4D2E2|GF2GD3ED2E2D4|A2G2G4A2D2AGFG||EFD2EF3D2EDEG3|DEAGE4D4D2E2|dBG2E2DED2GFD4|A2BAA2d2d2F2F2E2||F2E2F2G2BdGAAGE2|G2E2AGE2D4D2E2|G2D2D2F2d2AGd2E2|G4G2F2GFD2F2G2||F2E2A2FGG2DEE2F2|A2EFG2E2D4D2E2|A4d4A2d2A2d2|d4d2e2e2d2B2G2
805,d2e2g2efd4d2fe|d2ede4fgA2A2d2|d2e2f2d2f4g3a|gd2ed3ed2e2e4||d2e2g2e2d4d2f2|d2e2de3f2A2A2d2|d4efd2baf2efeg|ed3fegae2fee2de||e2f2d'2b2gfd2d2fg|gfgae'd'2e'e'd'3d'4|g2bd'd'2a2gag2agde|g2d2d4d3ee2de||e2g2d'2b2g2d2d2g2|g2a2e'd'3f'2d'2d'2b2|d'4d'2a2gad'bfgfe|d2e2fgd'bg2a2g2f2
806,AB2AG2ABBAG2dBd2|d4G4Bd3G4|dBA2G4A2F2A2FG|dBd2e4g2d'bd'ba2||GA2GGAf2d2A2B2d2|d2BdA4B2d2FG3|G4F2G2A2F2A2F2|dBe2e2d2d4d4||g2a2agbd'd'ag2g3a|g4g2bae2e'2g2fe|d'2abg4f4f2g2|g4e2aga4g4||f2g2a3bbag2ag3|g4g2a2g2d'2d2A2|B2d2g3aa4b2a2|d'2g2f2d2d4d4
807,A2B2d2e2d2e2e2d2|A2d2ded2d4d2B2|G4BAd2e4d2e2|a4f2e2d2B2BA3||A2B2d2e2d2e2e2d2|A2d2d4d4d2B2|G4B2d2fe3d2e2|a4gfe2d2B2ABA2||f2g2g2a2g2e2e4|a2d'2d'4d'2a2g2e2|g2f2g2a2g4g2a2|b2d'2agf2d4d4||f2g2g2a2g2e2e4|d'4d'4d'2a2g2e2|g2a2b2g2d2ABB2d2|e4e2d2d2A2A4
808,g2agabagefe2d2Bd|B2A2d2B2A2E2FEAG|d2fefgfededefe2f|gfe2ed2egabd'ba3||ag3b2gaf2e2d2B2|B2A2d2B2A2EFE2A2|d2e2f2gfdeded3e|ededge3e2fdagfg||fg2ead'2bg2f2e4|g2a2d'4d'4aba2|g3ag2bafgf2efe2|de3eg2dgefggfe2||f2gfa2d'2g2f2e3f|g2a2d'4e'd'3b2g2|g4g2bafge2ded2|d4efgegfg2e3f
809,f4gfe2d4d2e2|fe3d2efd2g2e2f2|e4e2d2d3Bf4|a4a2e2f2g2g2de||f3eef3d2edd2e2|f2e2d2e2d2g2e2gf|e4e2d2d3Bgfe2|a4a2e2f2e2fega||d'4d'2e'2d'bd'2d'3b|d'4bd'a2fg3d2e2|d'4a2d'2d'4bd'3|d'4a2b2b4b4||d'4d'bd'e'd'4d'3b|d'4bd'a2gag2d2ed|agabgfg2d'2b2d'4|d'4b2a2d'4a2f2
810,fg2eg4g3fefe2|d4e3degagfge2|e2f2g4g3ae2ga|agabbd'3a2d'2a4||a3ga4a2g2f2e2|d4gfd2g4fefe|d2g2d'2b2bag2gedf|d'adebgb2f2d2af2a||g2d'bd'4b2d'2d'4|a2d'2d'2bgefg2g2f2|g2a2b3ad'4d'2e'd'|be'2agbaegag2g4||b2d'2d'4d'4e'2d'2|d'4d'3ae2g2g2f2|d'4e'3d'd'4d'4|d'3bad'e'd'g4e2fg
811,F4A2GAdBA2A4|E4G3AA2G2E4|A4B4d2A2A4|d2f2d2A2d4B2A2||F4A2G2dBA2A2G2|E4G3AA2G2E4|A2BAB2A2d2A2A4|d2efd2ABd4ede2||g4g2eff2e2e2f2|f2e2d4B2e2f2ed|g4g2e2d4d4|edg2d2B2d2B2d2ef||g4g2e2g2e2def2|f2e2d4B2e2f2e2|e2g2a2f2e2d2d4|e2g2d2B2d4d2B2
812,e2d2g4g4defe|gag2e2f2a2d2e2f2|dBe2d2e2g2b2g2d2|b4g2f2e2d2d4||e2d2g4g4d2f2|ag3f4a2d2fe2f|d2e2d4g2b2g2d2|b2a2g2f2e2d2d4||e'd'3d'2a2d'4d'2gf|e'f'e'2d'2gad'bg2b2d'2|d'4d'2a2d'2a2d'2b2|d'4d'4d'2a2g2fg||e'd'3d'2a2d'4d'2ag|e'4d'2a2d'2g2d'4|d'4d'2b2d'3bd'2g2|d'2e2e2d2deB2B2d2
813,B2d2e2a2g4d2g2|e2fee2d2d2f2d4|A2e2d2g2d2f2e2a2|d'3bgagfe4d4||B2d2e2a2g4d2g2|e2f2fed2d2f2d4|A2e2d2g2d2e2fea2|d'2b2a2f2e4d2ed||d'4gfg2d'2bd'e'2ag|d'2bd'd'befe4abd2|a2g2g2a2d'3bd'2e'2|d'4a2g2e3dd4||d'4gfg2d'4d'2a2|d'4ag3g2fee2A2|d2B2d2e2e2f2a2d'2|d'2aga2f2e4d4
814,g4a4fg2fa2d'2|f2d2e3dgafed4|g2f2e4ga3e2d2|f2a2g2d2e2d2d4||g4a4f2gfa2d'2|g2d2e2deg2e2d4|f2effe3a4e2d2|f2a2g2d2fed2d4||g4g2f2a4a2g2|e4g4g2d2d4|a4g2e2a2g2b2d2|e2f2e4g2d2d4||g4g2efa4a2g2|e4fgagg2d2d4|a4b2d'2d'4d'2b2|d'2b2g2d'bf2d2d4
815,d2e2a4gagfgab2|a2bggabade3d4|fgfde2deg2egedad'|bgefed3d4d4||d4a4gagfg2ba|bag2d'agaged2d4|g2deg2d2fd3eBdf|ed2Bage2B2d2d4||FGF2B2d2d2A2dBd2|e2fgfgaed4B2AG|F2EFABdBd2A2B2d2|e4d4d4d4||F4B2d2d2A2d4|de3efbad4B2A2|FGF2ABd2ABG2Bdgf|d4e2d2d4d4
816,dedBd4feded2gb|b2a2g2d2egd'2d'2a2|f2d2d4d2d'2d2a2|b2a2a2g2d2efd4||e2d2ABd2egfeB2g2|d'2g2agd2g2d'bd'2a2|f2d2d2Bdedabd2a2|b2a2a2g2d2e2ed3||d'2g2b2e'f'd'2ad'bfad'|e'd'3d'4e'3d'd'4|e'd'3d'4e'2d'2a2ef|g2a2b2g2de3d4||d'3ad'3e'e'd'bd'ba2b|d'4d'4e'f'e'd'd'2b2|d'2fed'2g2d4d2g2|g2a2b2g2e2gfd4
817,"A4FGFED4B,D3|G2E2GFD2D4DEG2|d2G2E2DED4F4|G2B2G2E2F2E2E2D2||ABG2FE3D4B,D3|G2E2G2D2D4DEG2|d2G2E2DED4F2G2|G2d2G2E2G2E2E2A2||d4d2e2e2f2g2fe|e2d2d4B2A2G2A2|A2d2d2e2g2e2f2e2|d4G2F2F2E2D2G2||d4d2e2f4g2f2|e2d2d4B2A2G2A2|B2d2dB3A2GAA2G2|G2d2G2F2F2E2E2D2"
818,A2G2FGE2F2EFD4|D2E2E2D2D4E2D2|F2E2E4FGE2E2D2|G4E2D2G2A2A2G2||A2G2F2E2F2E2D4|D2E2E2D2D4E2D2|F2E2E4FGE2E2D2|G2B2ABGAA3GG2A2||d4d2B2A2G2G2F2|G2A2d2B2d4d4|d2BdB2A2A4A2E2|E2G2E2D2E4A4||d4d2B2A2G2G2F2|G2A2d2B2d4d4|f2a2a2f2e2d2A2G2|G2A2A2E2E4EDE2
819,d4fe3e4d4|G2d2e4g4g2f2|d2gaag3e4ed3|e2f2e2d2B4B2AB||d4f2e2e4d4|G2d2e4g4g2f2|d2g2bag2aga2a2e2|fe3e2d2B4B2AB||d2f2b2d'2d'b3b2d'2|a2d'2e'2d'2bag2a2g2|d2abd'4d'4d'2a2|g4e2d2B4B4||d2gfb2d'2b4b2d'2|d'4e'2d'2d'2g2g2ab|d'2a2bd'3d'2e'2d'2a2|f2gfe2d2B4B4
820,g2f2e2ded2B2A2d2|d2edd4g2aba2ga|bag2fe3B2e2A2d2|f2edd4e2a2ag3||agf2e2d2d2B2A2d2|d2e2d4gfbaa2g2|bafggfe2dBe2A2d2|gfe2d4e2gfg2ef||g2a2d'2a2e2f2e2ga|a2d'2d'4feg2g4|bagad'ba2g2e2e2d2|f2d2d4d2f2g2ef||g2a2d'2a2e2f2e2g2|a2d'2d'4feg2g3a|e'2b2d'2a2a2f2e4|g4g2e2g2a2f2g2
821,E2FEF2GAd2A2d2B2|A4edB2A2G2F2A2|G2BAA4d2A2d2e2|g2e2d2B2A4A2G2||E2FEFEG2d2A2d2B2|A4e2B2A2G2F2A2|G2B2A4d2GAd2e2|g2e2d2B2A2GAG2d2||f4g2f2a4b2g2|g2f2e2d2B2d2d4|e4e2f2a2gag2f2|g2e2d2B2ABA2AGd2||gf3g2f2a4b2g2|g2f2e2d2B2d2d4|a2d'2a4d'bd'2d'2g2|e4d2B2A2B2ABG2
822,A2B2B4d2B2G4|A4G2A2d2AGA2G2|d4d4d2A2F2E2|d3edBA2G2A2G2A2||A2B2B4d2B2G2FG|BA3G2A2d2A2A2G2|d4d4d2A2F2E2|d4d2A2A4G2A2||d4gad2e2d2e2d2|e2deagfgd4e2f2|d4e2d2d2F2e2Bd|e2dBd2A2G2A2G2B2||d4g2d2e2d2d4|e4g2fgd4d2ef|a4f2g2d4e2fg|d2B2d2A2G2A2A4
823,d4d4f2e2e2g2|gafee2d2e2d2d4|dBd2fedeed2ege2a|gd3d2A2A4A4||d4d4f2d2feg2|a2f2e2d2e2d2d3e|e2fga2f2dedAdede|dBd2e2A2A4A4||A2g2g2f2ed3d4|d4a2g2edB2B2d2|e2fga2ged4edBd|edB2dB3A4A4||BAgfg2f2e2d2d3e|d4a2g2e2B2B2d2|gfg2ege2de3e4|AGB2d2B2A4A4
824,e4e2d2A2d2d2e2|ef3e2fga4a3g|f2g2fed2A2d2G2e2|d4d2A2E2D2D4||e4e2d2A2d2d2e2|f4e2gfa4a4|f2g2f2d2A2d2G2e2|d4d2GAEFDED4||d'bd'2e'2d'2abg2e2g2|b4a2fgg2a2a2b2|fee'2g2d'2fgf2d2fe|e4d2A2G2E2D2E2||d'4e'd'3abg2e2g2|a2b2a2fgaga2a2b2|a2d'2g2bag2e2d2fe|e2d2d2A2G2E2D3E
825,d4d2e2d2g2e2gf|a4d'2gfbd'baabg2|d4d4g2fgd2fe|gad'ba2f2d2e2d4||d4d2e2d2g2d2gf|a4d'2g2d'2a2bag2|d4d4g2f2d2fe|a2b2a2e2d2e2d4||bad'2d'3bg2e2e3d|bd'3d'2bag2b2d'4|b2abd'4g2e2d2e2|gad'2g2f2d2e2d4||d'b3d'2bag2e2e4|b2d'2d'2bag2bad'4|b2d'2d'2b2g2e2d2f2|a2d'2g2f2d2e2d4
826,e3dfg2ee3dde2d|d2gAdgfdBgfdde2d|fegfage2deded4|dABdd2Aed3ed4||efd2f2g2de3d3e|d3Bge2gd2feAGge|fed2bge2d4d2Bd|dAB2ed3dAdAed3||e2g2a4bd'3a2ba|abad'ad'2fdefeed2e|d2eaag2dgagabaf2|eg3fdeBd4e2d2||f2g2a4ab3abd'2|a2gaabaedfe2d4|gaeaga2geg3deg2|de3edfddBd2Bd3
827,e4d4d2ABA4|d4e4g3fg2d2|d2e2e2d2d2B2d2A2|d2f2e4d4d4||e4d4d2ABA4|d4e4g4g2d2|d2e2e2d2d2B2d2A2|d2f2e2ded4d4||d'4d'b2d'a2b2a4|d'2b2g2a2a2d'2d'4|a2b2b2a2a2gaa4|g4f2e2d4d4||d'4d'b3a4a4|d'2b2g2a2a2d'2d'4|d'4d'4d'4d'2a2|g4f2e2d4d4
828,D4D2EFGFdeGAF2|D4FGd2G2D2D4|EDG2FEB2D2f2G2F2|d4D2GAG2E2ED3||D4D2EFA2d2AGFG|D4F2d2AGD2D4|E2G2F2B2F2d2G2E2|A2GAB3dEFG2BAd2||deA2g2B2e2f2e2d2|e4fe3d2B2d3B|d2A2e2G2d2E2d4|A2B2E2A2G2D2AGd2||d4e2B2gfg2d4|ba3e4d2B2d4|d2A2A2E2D4D2E2|G2A2E2A2FGE2D2E2
829,d2B2A4B2d2d4|d4d2A2G4d2G2|e2BddBd2d4e2Bd|e4d4d4d4||d2B2A4B2d2d4|d4d2A2G4BdAG|e2BddBd2d2fee2d2|e4d4d4d4||f2g2a4a2f2g2f2|f2g2g2a2g4fgf2|g2a2abgag2e2g2d2|e4d4d4d4||f2g2a4a2f2f4|f2g2g2a2g4f4|g2a2b2a2g4f2e2|d4d4d4d4
830,"d2A2G2E2D4D4|D4ED3A2d2d4|B2A2G2F2D2E2D2G2|EFGFD4D4D4||d2GAGFEFD4B,2D2|D4E2D2A2d2d4|B2GAAGFGD2E2D2G2|EFG2D4D4D4||A2d2d4B4A2d2|B2G2A3GE2B2dB3|A2d2d4A2G2F2E2|E4D4D4D4||A2d2d4d2B2A2d2|B2G2A2G2E2B2B2d2|d4e2d2d4A2G2|F3ED4D4D4"
831,d4d2e2efg2f2d2|f2gfgagead'agga2g|egaefgd2ded2e2fa|gde2ed2ge2f2d4||e4d2e2gfg2fed2|gfg2a2g2b2g2bag2|fgedae2ge2d2d2eg|ededaedfe2dAed3||fga2d'4agfgf2ef|d'3e'e'f'e'd'd'4d'e'd'2|bd'bd'd'e'd'geag2gede|g2fgg2add2ede2d2||g2bad'4a2f2f4|d'4e'4d'4d'4|ab2d'd'3afaf2degf|d3fg3dede2d4
832,g2d2d2ABB2A2A2E2|d2B2d2A2d2f2f2e2|d4d4d4A4|dBd2e2d2g2b2d'ba2||g2d2d2A2B2A2A2E2|d2B2d2A2d2f2e4|d4d4d2BdA4|dBd2e2d2ed3d4||d2f2g4g3ag4|g3aa2g2f2d2d4|d2e2e2g2g2a2a2g2|e4d4e4e4||d2f2g4g3ag4|g2a2a2g2f2d2d4|d2e2f2g2g4a2g2|e4d4e4e4
833,"D4D2GEDE2DEGBA|A2G2A4B2d2A2F2|F4G2F2D2E2E2GA|A4A2G2E2D2D4||D3B,D2E2D4F2d2|AG3A4B2d2A2F2|EF2GG2F2D2E2E2A2|A4AGF2E2D2D4||A2d2e2f2e4d4|d2B2f2d2B2A2G2E2|G2B2e2f2e2d2d2g2|e4d2B2G2E2E4||A2d2f2e2e2d2d4|d2B2f2d2B2A2G2E2|G2B2d2efe2d2d4|d2A2F2D2D4D4"
834,deBGA2dfe4e2d2|edefa2e2a2gff2d2|e2d2d4g4e3f|a4g2e2d4d4||d2edBda2g2feed3|edfea2fea2g2f2d2|e2d2d4g2f2fef2|a2g2g2e2d4d4||d'2a2d'2f'g'e'd'b2b2ab|d'2e'2e'2d'2d'3e'd'4|d'4d'2e'2e'2a2b2d'2|d'2a2g2f2e2d2d4||d'4e'd'e'f'e'2a2a2d'2|f'2g'f'e'2d'2d'4d'2e'2|f'2e'2e'2f'e'e'2d'2d'4|e'2d'2d'2g2g2d2d4
835,D4D2F2G4E2D2|D4E4A4BA2B|AG2AdAF2EGE2FGFG|AGABGFGAA2F2GF3||D4D2F2G4E2DE|D4E4A2BdGAGA|AFEGAEG2FGEDEFEF|G2d2edBdA2FEG2B2||G2d2d4d4B2G2|E2G2d2G2A2d2d2B2|GA2BdBA2dAGABFEG|BABAG4A2E2E2d2||F2d2d4d2B2A2d2|deB2A2G2A2d2GAG2|FG2AGAd2G3AGFGA|E2B2e2dBG2F2F4
836,f2d2e2d2e4e2d2|d2B2d2edga2gfg2e|g3efgefd3efe2g|afe2edfgf2e2e4||f2d2e2d2fe3e2d2|d2B2d4a3gg2ag|de2dg2egdBe2edBd|gd3age2f2d2gede||aga2d'2abd'ba2g2ef|d2e2e2g2g2a2g4|bd'bd'd'2beege2fegf|e4degffge2e4||a4d'2b2b2a2g2ef|d2e2e2g2g2a2g4|egfgefbgde3d2ed|d2e2f2gff2e2de3
837,d4efd2efedd'4|b2aba2e2g2e2gfde|e2f2gfedgbd'bgbad'|d'ab2ba2d'a2g2d2e2||d2geBdgeegd'bd'2b2|d'2baa2geg2e2e2d2|agf2gfd2d'4d'2ga|d'bgfd'ad'2a2dAaede||g2d2ag2e'g'e'd'e'g'e'ab|d'3e'g'2d'e'd'4d'aga|e'2d'2d'4g'2f'e'g'f'd'2|ad'b2d'3ggfdee4||f2g2d'abd'f'e'd'2f'2a2|d'4f'2g'2g'2d'2b2d'2|f'2a2e'2g'e'e'g'2f'e'4|d'2bd'abd'ag2e2d2e2
838,"DE2DEBAED3B,DE2D|E2FDDGEDDGEDB,DA,B,|DB,D2D2B,EED2GG2Ad|dAGAFEG2FGE2E4||DEDA,DEFGD3B,EFEG|D2FED4D2EDA,2B,D|D2B,A,D2B,DB,A,B,2EDG2|GFEFedGBE2AGAGA2||E2A2GAF2DED2D4|D3EGFGED2E2D2A,B,|DGEGED3D2FGFED2|FE3E4GFG2d2e2||DB,G2G2E2D2A,B,D4|D3FE2D2D4D4|B,D2EGFD2B,D3D2A2|ED3EFE2D4D2E2"
839,d4d2ABe2d2d4|d4d2G2d2A2BAd2|e4e2d2e2d2e2d2|d2B2d4f2gfg2f2||d4d2BAe2d2d4|d4d2G2d2A2BAd2|e4e2d2e4e2d2|d2B2d4gfe2e4||g4a2f2e3dd2e2|e2g2a2g2aga2efa2|b3d'b2a2f2edf2g2|e2d2d4f2e2e4||g4g2f2f2edd2e2|e2g2a2g2a2g2g2ed|d2BdB2GAA2G2A2d2|d2A2A2B2d2e2e4
840,e4a2f2fg3g2e2|Bd3fg2eab2aabgf|ga2gg2fefga2e2de|gf3e2f2e2d2d4||e4a2f2g4g2e2|B2d2gf3b2g2agag|agegd'adeg2baegd2|fegfgfe2e2d2d4||bd'gad'2a2g4a2g2|a2d'2d'2bag2babd'3|b2d'2d'2aggagaage2|efgfdeg2e2d2d4||b2a2b2g2g4g4|a2d'2d'2a2gab2b2d'b|d'2b2bd'bag2a2gfe2|e2g2e2gfe2d2d4
841,E2FEG4d4B2d2|B2G2GFE2G4A3B|D2AGG2A2d4d4|d4B2G2d4d3e||E2FEFG3d4B3d|dBG2GFE2G4BA3|DEG2G2A2d4d4|e2d2B2G2d4d4||d4d2BddBA2A4|G3AA4B2d2B2d2|e2d2d2ABd2Bde2d2|e2d2dBA2B2d2d4||d4d2Bdd2A2A4|G2A2A3BB2d2B2d2|fef2f2e2e2d2d4|e2d2B2A2B2d2d4
842,fg2fefe2d2e2g2a2|f4g4a3gg4|f2g2g2efd2e2g2fg|f2e2e2d2d4d4||g2f2efe2d2e2gfa2|g2f2g2aga2g2g2fg|f2g2g2e2d2e2agf2|f2e2e2d2d4d4||a2d'2e'2d'2d'2b2aba2|g4g2aga4ga3|g2d'2e'2d'2d'2a2g2ba|g4f2e2d4d4||a2d'2e'2d'2d'2b2a4|g4fga2a4gab2|a2d'2d'4d'2b2g2a2|gag2f2e2d4d4
